crop,year,Governorates,variety,land_type,Area_ha,Yield_tonha,Prod_ton
Irrigated wheat,2013,Aswan,Shandaweel,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 12,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 12,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 12,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 10,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 10,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 10,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 4,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 4,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 4,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef 6,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef 6,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef 6,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Others,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Others,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Others,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 3,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 3s,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 3,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 3,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag ,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed21,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed21 ,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed21,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed21,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed22,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed22 ,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed22,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed22,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 12,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 12,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 12,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 15,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 15,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 15,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 7,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 7,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 5,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 5 ,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 5,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 5,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef 2,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef 2,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef 2,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Shandaweel 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Shandaweel 1,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Shandaweel 1,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 164,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 164,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 164,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 1,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 1,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Sakha 61,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Sakha 61,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Sakha 61,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed 7,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Egaseed 7,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 160,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 160,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 160,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 176,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 176,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Giza 176,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Sakha 69,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Sakha 69,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Sakha 69,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 7,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 7,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 1,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 1,Tota,5482.679999999999,NA,NA
Irrigated wheat,2013,Aswan,Seds 2,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 2,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 2,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 13,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 13,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 13,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef 3,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef 3,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef 3,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 1 ,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 1,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Suhag 1,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Balady,Old Land,958.02,6.619903551074091,6342
Irrigated wheat,2013,Aswan,Balady,New Land,8879.22,4.130700669653415,36677.4
Irrigated wheat,2013,Aswan,Balady,Tota,9837.24,4.373116849848128,43019.4
Irrigated wheat,2013,Aswan,Local Broken,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Local Broken,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Local Broken,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 5,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 5,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 5,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef 4,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef 4,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Beni Suef 4,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 1,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Gemmeza 1,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 11,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 11,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 11,Tota,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 22,Old Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 22,New Land,NA,NA,NA
Irrigated wheat,2013,Aswan,Seds 22,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 12,Old Land,6349.139999999999,7.347050151674085,46647.45
Irrigated wheat,2013,Behera,Seds 12,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 12,Tota,6349.139999999999,7.347050151674085,46647.45
Irrigated wheat,2013,Behera,Masr 1,Old Land,17524.5,7.642506205597877,133931.1
Irrigated wheat,2013,Behera,Masr 1,New Land,357,7.142857142857143,2550
Irrigated wheat,2013,Behera,Masr 1,Tota,17881.5,7.632530827950676,136481.1
Irrigated wheat,2013,Behera,Giza 168,Old Land,26811.12,6.982300627500829,187203.3
Irrigated wheat,2013,Behera,Giza 168,New Land,336,6.428571428571429,2160
Irrigated wheat,2013,Behera,Giza 168,Tota,27147.12,6.975447119252429,189363.3
Irrigated wheat,2013,Behera,Gemmeza 11,Old Land,41.16,7.951895043731779,327.3
Irrigated wheat,2013,Behera,Gemmeza 11,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 11,Tota,41.16,7.951895043731779,327.3
Irrigated wheat,2013,Behera,Beni Suef 5,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 5,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 5,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Sakha 95,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Sakha 95,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Sakha 95,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Masr 2,Old Land,3152.52,7.211659244033346,22734.899999999998
Irrigated wheat,2013,Behera,Masr 2,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Masr 2,Tota,3152.52,7.211659244033346,22734.899999999998
Irrigated wheat,2013,Behera,Sakha 93,Old Land,29371.86,6.663617830127205,195722.85
Irrigated wheat,2013,Behera,Sakha 93,New Land,504,6.071428571428572,3060
Irrigated wheat,2013,Behera,Sakha 93,Tota,29875.86,6.6536277114700635,198782.85
Irrigated wheat,2013,Behera,Sakha 94,Old Land,19781.579999999998,6.768053916825653,133882.8
Irrigated wheat,2013,Behera,Sakha 94,New Land,588,6.7857142857142865,3990
Irrigated wheat,2013,Behera,Sakha 94,Tota,20369.579999999998,6.768563711181085,137872.8
Irrigated wheat,2013,Behera,Gemmeza 9,Old Land,21929.879999999997,7.256701815057812,159138.6
Irrigated wheat,2013,Behera,Gemmeza 9,New Land,399,6.428571428571429,2565
Irrigated wheat,2013,Behera,Gemmeza 9,Tota,22328.879999999997,7.2419037587196495,161703.6
Irrigated wheat,2013,Behera,Giza 171,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 171,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 171,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 1,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 1,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Shandaweel,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Shandaweel,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Shandaweel,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 12,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 12,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 12,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 10,Old Land,1992.8999999999999,6.710447087159417,13373.25
Irrigated wheat,2013,Behera,Gemmeza 10,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 10,Tota,1992.8999999999999,6.710447087159417,13373.25
Irrigated wheat,2013,Behera,Egaseed,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Egaseed,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Egaseed,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 4,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 4,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 4,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 6,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 6,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 6,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Others,Old Land,14260.26,6.361461852729193,90716.09999999999
Irrigated wheat,2013,Behera,Others,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Others,Tota,14260.26,6.361461852729193,90716.09999999999
Irrigated wheat,2013,Behera,Suhag 3,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 3s,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 3,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 3,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag ,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Egaseed21,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Egaseed21 ,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Egaseed21,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Egaseed21,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Egaseed22,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Egaseed22 ,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Egaseed22,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Egaseed22,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 12,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 12,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 12,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 15,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 15,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 15,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 7,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 7,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 5,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 5 ,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 5,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 5,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 2,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 2,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 2,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Shandaweel 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Shandaweel 1,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Shandaweel 1,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 164,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 164,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 164,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 1,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 1,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Sakha 61,Old Land,539.28,8.499944370271473,4583.8499999999995
Irrigated wheat,2013,Behera,Sakha 61,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Sakha 61,Tota,539.28,8.499944370271473,4583.8499999999995
Irrigated wheat,2013,Behera,Egaseed 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Egaseed 7,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Egaseed 7,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 160,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 160,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 160,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 176,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 176,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Giza 176,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Sakha 69,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Sakha 69,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Sakha 69,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 7,Old Land,785.4,7.142857142857143,5610
Irrigated wheat,2013,Behera,Gemmeza 7,New Land,336,6.071428571428572,2040
Irrigated wheat,2013,Behera,Gemmeza 7,Tota,1121.3999999999999,6.821829855537722,7650
Irrigated wheat,2013,Behera,Seds 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 1,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 1,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 2,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 2,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 2,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 13,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 13,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 13,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 3,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 3,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 3,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 1 ,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 1,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Suhag 1,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Balady,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Balady,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Balady,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Local Broken,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Local Broken,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Local Broken,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 5,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 5,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 5,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 4,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 4,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Beni Suef 4,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 1,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Gemmeza 1,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 11,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 11,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 11,Tota,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 22,Old Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 22,New Land,NA,NA,NA
Irrigated wheat,2013,Behera,Seds 22,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Seds 12,Old Land,4975.32,7.221033018981695,35926.95
Irrigated wheat,2013,Beni Suef,Seds 12,New Land,437.64,6.5053468604332325,2847
Irrigated wheat,2013,Beni Suef,Seds 12,Tota,5412.96,7.16316950430079,38773.95
Irrigated wheat,2013,Beni Suef,Masr 1,Old Land,3520.8599999999997,7.4094681413063865,26087.7
Irrigated wheat,2013,Beni Suef,Masr 1,New Land,429.65999999999997,6.268328445747801,2693.25
Irrigated wheat,2013,Beni Suef,Masr 1,Tota,3950.52,7.2853573706752535,28780.95
Irrigated wheat,2013,Beni Suef,Giza 168,Old Land,6305.88,7.151610877466746,45097.2
Irrigated wheat,2013,Beni Suef,Giza 168,New Land,405.3,5.7572168763878615,2333.4
Irrigated wheat,2013,Beni Suef,Giza 168,Tota,6711.179999999999,7.067400963764942,47430.6
Irrigated wheat,2013,Beni Suef,Gemmeza 11,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 11,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 11,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Beni Suef 5,Old Land,10996.859999999999,6.955603690508018,76489.8
Irrigated wheat,2013,Beni Suef,Beni Suef 5,New Land,1374.6599999999999,7.317991357863035,10059.75
Irrigated wheat,2013,Beni Suef,Beni Suef 5,Tota,12371.52,6.9958703538449605,86549.55
Irrigated wheat,2013,Beni Suef,Sakha 95,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Sakha 95,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Sakha 95,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Masr 2,Old Land,854.6999999999999,7.17901017901018,6135.9
Irrigated wheat,2013,Beni Suef,Masr 2,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Masr 2,Tota,854.6999999999999,7.17901017901018,6135.9
Irrigated wheat,2013,Beni Suef,Sakha 93,Old Land,3399.06,7.094755608903639,24115.5
Irrigated wheat,2013,Beni Suef,Sakha 93,New Land,309.12,5.967585403726708,1844.6999999999998
Irrigated wheat,2013,Beni Suef,Sakha 93,Tota,3708.18,7.000792841771435,25960.2
Irrigated wheat,2013,Beni Suef,Sakha 94,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Sakha 94,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Sakha 94,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 9,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 9,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 9,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Giza 171,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Giza 171,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Giza 171,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Beni Suef 1,Old Land,18374.579999999998,6.895871905643558,126708.75
Irrigated wheat,2013,Beni Suef,Beni Suef 1,New Land,1284.78,7.049922944005978,9057.6
Irrigated wheat,2013,Beni Suef,Beni Suef 1,Tota,19659.36,6.905939460898015,135766.35
Irrigated wheat,2013,Beni Suef,Shandaweel,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Shandaweel,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Shandaweel,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 12,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 12,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 12,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 10,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 10,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 10,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Egaseed,Old Land,31.5,8.571428571428571,270
Irrigated wheat,2013,Beni Suef,Egaseed,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Egaseed,Tota,31.5,8.571428571428571,270
Irrigated wheat,2013,Beni Suef,Suhag 4,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Suhag 4,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Suhag 4,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Beni Suef 6,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Beni Suef 6,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Beni Suef 6,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Others,Old Land,1157.94,6.7857142857142865,7857.45
Irrigated wheat,2013,Beni Suef,Others,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Others,Tota,1157.94,6.7857142857142865,7857.45
Irrigated wheat,2013,Beni Suef,Suhag 3,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Suhag 3s,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Suhag 3,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Suhag 3,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Suhag,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Suhag ,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Suhag,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Suhag,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Egaseed21,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Egaseed21 ,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Egaseed21,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Egaseed21,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Egaseed22,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Egaseed22 ,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Egaseed22,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Egaseed22,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Giza 12,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Giza 12,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Giza 12,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 15,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 15,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Gemmeza 15,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Giza 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Giza 7,New Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Giza 7,Tota,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Suhag 5,Old Land,NA,NA,NA
Irrigated wheat,2013,Beni Suef,Suhag 5 ,New Land,NA,NA,NA
